Ordem	Plot	Epoca 	plot_name	Acession_name	bloco	plant_number	Qinz1	Qinz2	Qinz3	Qinz4	Qinz5	Qinz6	Qinz7	Qinz8	Qinz9	Qinz10	Qinz11	Qinz12	Qinz13	Qinz14	Qinz15	Qinz16	Qinz17	Qinz18	Qinz19	NM	NP
1623	2	4	BRS-Mulatinha.4.1.3	BRS-Mulatinha	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1624	2	4	BRS-Mulatinha.4.1.4	BRS-Mulatinha	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1625	2	4	BRS-Mulatinha.4.1.5	BRS-Mulatinha	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629	3	4	BRSCS-01.4.1.4	BRSCS-01	1	4	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0.473684211	156
1626	3	4	BRSCS-01.4.1.1	BRSCS-01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1627	3	4	BRSCS-01.4.1.2	BRSCS-01	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1628	3	4	BRSCS-01.4.1.3	BRSCS-01	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1630	3	4	BRSCS-01.4.1.5	BRSCS-01	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1631	4	4	2011-34-45.4.1.1	2011-34-45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1632	4	4	2011-34-45.4.1.2	2011-34-45	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1633	4	4	2011-34-45.4.1.3	2011-34-45	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1634	4	4	2011-34-45.4.1.4	2011-34-45	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1635	4	4	2011-34-45.4.1.5	2011-34-45	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1637	5	4	BRS-Formosa.4.1.2	BRS-Formosa	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0.157894737	10
1636	5	4	BRS-Formosa.4.1.1	BRS-Formosa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1638	5	4	BRS-Formosa.4.1.3	BRS-Formosa	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	5	4	BRS-Formosa.4.1.4	BRS-Formosa	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1640	5	4	BRS-Formosa.4.1.5	BRS-Formosa	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1641	6	4	BRS-PotiBranca.4.1.1	BRS-PotiBranca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	6	4	BRS-PotiBranca.4.1.2	BRS-PotiBranca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1643	6	4	BRS-PotiBranca.4.1.3	BRS-PotiBranca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1644	6	4	BRS-PotiBranca.4.1.4	BRS-PotiBranca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1645	6	4	BRS-PotiBranca.4.1.5	BRS-PotiBranca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1646	7	4	BRS-Dourada.4.1.1	BRS-Dourada	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0.263157895	54
1647	7	4	BRS-Dourada.4.1.2	BRS-Dourada	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1648	7	4	BRS-Dourada.4.1.3	BRS-Dourada	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1649	7	4	BRS-Dourada.4.1.4	BRS-Dourada	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1650	7	4	BRS-Dourada.4.1.5	BRS-Dourada	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1652	8	4	BRS-Tapioqueira.4.1.2	BRS-Tapioqueira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1651	8	4	BRS-Tapioqueira.4.1.1	BRS-Tapioqueira	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1653	8	4	BRS-Tapioqueira.4.1.3	BRS-Tapioqueira	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1654	8	4	BRS-Tapioqueira.4.1.4	BRS-Tapioqueira	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1655	8	4	BRS-Tapioqueira.4.1.5	BRS-Tapioqueira	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1657	9	4	BGM-0935.4.1.2	BGM-0935	1	2	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0.315789474	102
1659	9	4	BGM-0935.4.1.4	BGM-0935	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.105263158	22
1660	9	4	BGM-0935.4.1.5	BGM-0935	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0.157894737	32
1658	9	4	BGM-0935.4.1.3	BGM-0935	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0.315789474	78
1656	9	4	BGM-0935.4.1.1	BGM-0935	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1661	10	4	BGM-0598.4.1.1	BGM-0598	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1662	10	4	BGM-0598.4.1.2	BGM-0598	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1663	10	4	BGM-0598.4.1.3	BGM-0598	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1664	10	4	BGM-0598.4.1.4	BGM-0598	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1665	10	4	BGM-0598.4.1.5	BGM-0598	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1666	11	4	BGM-1118.4.1.1	BGM-1118	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.157894737	6
1670	11	4	BGM-1118.4.1.5	BGM-1118	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.052631579	2
1668	11	4	BGM-1118.4.1.3	BGM-1118	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0.315789474	66
1669	11	4	BGM-1118.4.1.4	BGM-1118	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.052631579	10
1667	11	4	BGM-1118.4.1.2	BGM-1118	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.052631579	12
1671	12	4	Corrente.4.1.1	Corrente	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1672	12	4	Corrente.4.1.2	Corrente	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1673	12	4	Corrente.4.1.3	Corrente	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	12	4	Corrente.4.1.4	Corrente	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1675	12	4	Corrente.4.1.5	Corrente	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1678	13	4	BGM-0702.4.1.3	BGM-0702	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.157894737	18
1676	13	4	BGM-0702.4.1.1	BGM-0702	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0.421052632	90
1677	13	4	BGM-0702.4.1.2	BGM-0702	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0	0.473684211	114
1679	13	4	BGM-0702.4.1.4	BGM-0702	1	4	0	0	0	0	0	0	0	0	2	0	2	0	0	3	3	0	0	0	0	0.526315789	146
1680	13	4	BGM-0702.4.1.5	BGM-0702	1	5	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0.210526316	68
1681	14	4	Eucalipto.4.1.1	Eucalipto	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1682	14	4	Eucalipto.4.1.2	Eucalipto	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1683	14	4	Eucalipto.4.1.3	Eucalipto	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1684	14	4	Eucalipto.4.1.4	Eucalipto	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1685	14	4	Eucalipto.4.1.5	Eucalipto	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1688	15	4	BRS-Verdinha.4.1.3	BRS-Verdinha	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1686	15	4	BRS-Verdinha.4.1.1	BRS-Verdinha	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1687	15	4	BRS-Verdinha.4.1.2	BRS-Verdinha	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1689	15	4	BRS-Verdinha.4.1.4	BRS-Verdinha	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1690	15	4	BRS-Verdinha.4.1.5	BRS-Verdinha	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1692	16	4	BRS-GemadeOvo.4.1.2	BRS-GemadeOvo	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.105263158	24
1691	16	4	BRS-GemadeOvo.4.1.1	BRS-GemadeOvo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1693	16	4	BRS-GemadeOvo.4.1.3	BRS-GemadeOvo	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1694	16	4	BRS-GemadeOvo.4.1.4	BRS-GemadeOvo	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1695	16	4	BRS-GemadeOvo.4.1.5	BRS-GemadeOvo	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1698	17	4	Equador72.4.1.3	Equador72	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.052631579	12
1696	17	4	Equador72.4.1.1	Equador72	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.052631579	12
1697	17	4	Equador72.4.1.2	Equador72	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1699	17	4	Equador72.4.1.4	Equador72	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700	17	4	Equador72.4.1.5	Equador72	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1701	18	4	BRS-Kiriris.4.1.1	BRS-Kiriris	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.052631579	4
1704	18	4	BRS-Kiriris.4.1.4	BRS-Kiriris	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.052631579	4
1702	18	4	BRS-Kiriris.4.1.2	BRS-Kiriris	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1703	18	4	BRS-Kiriris.4.1.3	BRS-Kiriris	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1705	18	4	BRS-Kiriris.4.1.5	BRS-Kiriris	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707	19	4	VassouraPreta.4.1.2	VassouraPreta	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.052631579	2
1706	19	4	VassouraPreta.4.1.1	VassouraPreta	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0.157894737	50
1708	19	4	VassouraPreta.4.1.3	VassouraPreta	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1709	19	4	VassouraPreta.4.1.4	VassouraPreta	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1710	19	4	VassouraPreta.4.1.5	VassouraPreta	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1711	20	4	Salangor.4.1.1	Salangor	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1712	20	4	Salangor.4.1.2	Salangor	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1713	20	4	Salangor.4.1.3	Salangor	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1714	20	4	Salangor.4.1.4	Salangor	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1715	20	4	Salangor.4.1.5	Salangor	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1716	21	4	BGM-0593.4.1.1	BGM-0593	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1717	21	4	BGM-0593.4.1.2	BGM-0593	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1718	21	4	BGM-0593.4.1.3	BGM-0593	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1719	21	4	BGM-0593.4.1.4	BGM-0593	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1720	21	4	BGM-0593.4.1.5	BGM-0593	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1723	22	4	2011-34-69.4.1.3	2011-34-69	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.052631579	2
1724	22	4	2011-34-69.4.1.4	2011-34-69	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0.210526316	12
1721	22	4	2011-34-69.4.1.1	2011-34-69	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	3	0.368421053	66
1722	22	4	2011-34-69.4.1.2	2011-34-69	1	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	3	0.526315789	102
1725	22	4	2011-34-69.4.1.5	2011-34-69	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1726	23	4	BGM-1128.4.1.1	BGM-1128	1	1	0	0	0	1	0	1	0	2	0	0	3	3	0	0	0	0	3	0	0	0.684210526	228
1728	23	4	BGM-1128.4.1.3	BGM-1128	1	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0.157894737	68
1729	23	4	BGM-1128.4.1.4	BGM-1128	1	4	0	0	0	0	0	0	1	0	0	0	3	3	0	3	0	0	0	0	0	0.526315789	164
1727	23	4	BGM-1128.4.1.2	BGM-1128	1	2	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0.368421053	126
1730	23	4	BGM-1128.4.1.5	BGM-1128	1	5	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0.368421053	126
1735	24	4	BGM-1511.4.1.5	BGM-1511	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0.315789474	66
1732	24	4	BGM-1511.4.1.2	BGM-1511	1	2	0	0	0	0	0	0	0	1	0	0	2	3	0	3	0	0	0	0	0	0.473684211	144
1733	24	4	BGM-1511.4.1.3	BGM-1511	1	3	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0.473684211	138
1734	24	4	BGM-1511.4.1.4	BGM-1511	1	4	0	0	0	0	0	0	0	0	3	0	3	3	0	3	0	0	0	0	0	0.631578947	204
1731	24	4	BGM-1511.4.1.1	BGM-1511	1	1	0	0	0	0	0	0	1	1	0	0	3	3	0	3	0	0	0	0	0	0.578947368	188
1737	25	4	BGM-1760.4.1.2	BGM-1760	1	2	0	0	0	1	0	2	0	3	0	0	3	0	0	0	3	0	0	0	3	0.789473684	250
1736	25	4	BGM-1760.4.1.1	BGM-1760	1	1	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	3	0	0	0.473684211	126
1740	25	4	BGM-1760.4.1.5	BGM-1760	1	5	0	0	0	0	0	0	0	0	1	0	2	3	0	3	0	0	3	0	0	0.631578947	160
1738	25	4	BGM-1760.4.1.3	BGM-1760	1	3	0	0	0	0	0	0	1	0	0	0	2	3	0	3	0	0	0	0	0	0.473684211	146
1739	25	4	BGM-1760.4.1.4	BGM-1760	1	4	0	0	0	0	0	0	0	0	2	0	3	3	0	3	0	0	0	0	0	0.578947368	182
1741	26	4	BGM-0590.4.1.1	BGM-0590	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1742	26	4	BGM-0590.4.1.2	BGM-0590	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1743	26	4	BGM-0590.4.1.3	BGM-0590	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1744	26	4	BGM-0590.4.1.4	BGM-0590	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1745	26	4	BGM-0590.4.1.5	BGM-0590	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1747	27	4	NegaMaluca.4.1.2	NegaMaluca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.052631579	4
1746	27	4	NegaMaluca.4.1.1	NegaMaluca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1748	27	4	NegaMaluca.4.1.3	NegaMaluca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1749	27	4	NegaMaluca.4.1.4	NegaMaluca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1750	27	4	NegaMaluca.4.1.5	NegaMaluca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1751	28	4	BRS-Caipira.4.1.1	BRS-Caipira	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.052631579	26
1752	28	4	BRS-Caipira.4.1.2	BRS-Caipira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1753	28	4	BRS-Caipira.4.1.3	BRS-Caipira	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1754	28	4	BRS-Caipira.4.1.4	BRS-Caipira	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1755	28	4	BRS-Caipira.4.1.5	BRS-Caipira	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1756	29	4	Cigana.4.1.1	Cigana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1757	29	4	Cigana.4.1.2	Cigana	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1758	29	4	Cigana.4.1.3	Cigana	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1759	29	4	Cigana.4.1.4	Cigana	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1760	29	4	Cigana.4.1.5	Cigana	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1762	30	4	2011-34-41.4.1.2	2011-34-41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1761	30	4	2011-34-41.4.1.1	2011-34-41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1763	30	4	2011-34-41.4.1.3	2011-34-41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1764	30	4	2011-34-41.4.1.4	2011-34-41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1765	30	4	2011-34-41.4.1.5	2011-34-41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1766	31	4	BGM-0630.4.1.1	BGM-0630	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1767	31	4	BGM-0630.4.1.2	BGM-0630	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1768	31	4	BGM-0630.4.1.3	BGM-0630	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1769	31	4	BGM-0630.4.1.4	BGM-0630	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1770	31	4	BGM-0630.4.1.5	BGM-0630	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1774	32	4	BRS-NovoHorizonte.4.1.4	BRS-NovoHorizonte	1	4	0	0	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0.421052632	138
1771	32	4	BRS-NovoHorizonte.4.1.1	BRS-NovoHorizonte	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1772	32	4	BRS-NovoHorizonte.4.1.2	BRS-NovoHorizonte	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1773	32	4	BRS-NovoHorizonte.4.1.3	BRS-NovoHorizonte	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1775	32	4	BRS-NovoHorizonte.4.1.5	BRS-NovoHorizonte	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1776	33	4	BGM-0195.4.1.1	BGM-0195	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1777	33	4	BGM-0195.4.1.2	BGM-0195	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1778	33	4	BGM-0195.4.1.3	BGM-0195	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1779	33	4	BGM-0195.4.1.4	BGM-0195	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1780	33	4	BGM-0195.4.1.5	BGM-0195	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1781	34	4	BGM-1722.4.1.1	BGM-1722	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0.263157895	68
1785	34	4	BGM-1722.4.1.5	BGM-1722	1	5	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0.210526316	80
1782	34	4	BGM-1722.4.1.2	BGM-1722	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1783	34	4	BGM-1722.4.1.3	BGM-1722	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1784	34	4	BGM-1722.4.1.4	BGM-1722	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1788	35	4	BGM-0945.4.1.3	BGM-0945	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.052631579	10
1789	35	4	BGM-0945.4.1.4	BGM-0945	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.052631579	10
1786	35	4	BGM-0945.4.1.1	BGM-0945	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.052631579	12
1787	35	4	BGM-0945.4.1.2	BGM-0945	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.052631579	12
1790	35	4	BGM-0945.4.1.5	BGM-0945	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1795	36	4	BGM-0707.4.1.5	BGM-0707	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0.210526316	18
1792	36	4	BGM-0707.4.1.2	BGM-0707	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	3	0.526315789	76
1791	36	4	BGM-0707.4.1.1	BGM-0707	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.052631579	22
1793	36	4	BGM-0707.4.1.3	BGM-0707	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0.210526316	58
1794	36	4	BGM-0707.4.1.4	BGM-0707	1	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0.157894737	48
1796	37	4	BGM-0062.4.1.1	BGM-0062	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0.210526316	12
1799	37	4	BGM-0062.4.1.4	BGM-0062	1	4	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0.631578947	138
1797	37	4	BGM-0062.4.1.2	BGM-0062	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1798	37	4	BGM-0062.4.1.3	BGM-0062	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1800	37	4	BGM-0062.4.1.5	BGM-0062	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1802	38	4	NegaMaluca.4.2.2	NegaMaluca	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1803	38	4	NegaMaluca.4.2.3	NegaMaluca	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0.157894737	36
1801	38	4	NegaMaluca.4.2.1	NegaMaluca	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1804	38	4	NegaMaluca.4.2.4	NegaMaluca	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
