Ordem	Plot	Epoca 	plot_name	Acession_name	bloco	plant_number	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q18	Q19	Q20	Q21	Q22	NM	NP
1679	13	4	BGM-0702.4.1.4	BGM-0702	1	4	0	0	0	0	0	2	0	2	0	0	3	3	0	0	0	0	3	0	3	0	0	3	0.86	332
1680	13	4	BGM-0702.4.1.5	BGM-0702	1	5	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0.32	140
1681	14	4	Eucalipto.4.1.1	Eucalipto	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	3	0.36	42
1682	14	4	Eucalipto.4.1.2	Eucalipto	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1683	14	4	Eucalipto.4.1.3	Eucalipto	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.05	10
1684	14	4	Eucalipto.4.1.4	Eucalipto	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1685	14	4	Eucalipto.4.1.5	Eucalipto	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1686	15	4	BRS-Verdinha.4.1.1	BRS-Verdinha	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1687	15	4	BRS-Verdinha.4.1.2	BRS-Verdinha	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1688	15	4	BRS-Verdinha.4.1.3	BRS-Verdinha	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0.09	16
1689	15	4	BRS-Verdinha.4.1.4	BRS-Verdinha	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1690	15	4	BRS-Verdinha.4.1.5	BRS-Verdinha	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1691	16	4	BRS-GemadeOvo.4.1.1	BRS-GemadeOvo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1692	16	4	BRS-GemadeOvo.4.1.2	BRS-GemadeOvo	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.09	48
1693	16	4	BRS-GemadeOvo.4.1.3	BRS-GemadeOvo	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1694	16	4	BRS-GemadeOvo.4.1.4	BRS-GemadeOvo	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1695	16	4	BRS-GemadeOvo.4.1.5	BRS-GemadeOvo	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1696	17	4	Equador72.4.1.1	Equador72	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.05	24
1697	17	4	Equador72.4.1.2	Equador72	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0.23	48
1698	17	4	Equador72.4.1.3	Equador72	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.05	24
1699	17	4	Equador72.4.1.4	Equador72	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1700	17	4	Equador72.4.1.5	Equador72	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1701	18	4	BRS-Kiriris.4.1.1	BRS-Kiriris	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0.14	24
1702	18	4	BRS-Kiriris.4.1.2	BRS-Kiriris	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1703	18	4	BRS-Kiriris.4.1.3	BRS-Kiriris	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1704	18	4	BRS-Kiriris.4.1.4	BRS-Kiriris	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0.09	20
1705	18	4	BRS-Kiriris.4.1.5	BRS-Kiriris	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1706	19	4	VassouraPreta.4.1.1	VassouraPreta	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	2	0.32	106
1707	19	4	VassouraPreta.4.1.2	VassouraPreta	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.05	14
1708	19	4	VassouraPreta.4.1.3	VassouraPreta	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1709	19	4	VassouraPreta.4.1.4	VassouraPreta	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1710	19	4	VassouraPreta.4.1.5	VassouraPreta	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1711	20	4	Salangor.4.1.1	Salangor	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1712	20	4	Salangor.4.1.2	Salangor	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1713	20	4	Salangor.4.1.3	Salangor	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1714	20	4	Salangor.4.1.4	Salangor	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1715	20	4	Salangor.4.1.5	Salangor	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1716	21	4	BGM-0593.4.1.1	BGM-0593	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1717	21	4	BGM-0593.4.1.2	BGM-0593	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1718	21	4	BGM-0593.4.1.3	BGM-0593	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1719	21	4	BGM-0593.4.1.4	BGM-0593	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1720	21	4	BGM-0593.4.1.5	BGM-0593	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1721	22	4	2011-34-69.4.1.1	2011-34-69	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	3	0.59	168
1722	22	4	2011-34-69.4.1.2	2011-34-69	1	2	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	3	0	0	0	0	3	0	0.59	234
1723	22	4	2011-34-69.4.1.3	2011-34-69	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0.27	50
1724	22	4	2011-34-69.4.1.4	2011-34-69	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	3	0	0.45	96
1725	22	4	2011-34-69.4.1.5	2011-34-69	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0.27	42
1726	23	4	BGM-1128.4.1.1	BGM-1128	1	1	1	0	1	0	2	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0.73	390
1727	23	4	BGM-1128.4.1.2	BGM-1128	1	2	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0.59	252
1728	23	4	BGM-1128.4.1.3	BGM-1128	1	3	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.27	110
1729	23	4	BGM-1128.4.1.4	BGM-1128	1	4	0	0	0	1	0	0	0	3	3	0	3	0	0	0	0	0	3	0	3	0	0	0	0.73	344
1730	23	4	BGM-1128.4.1.5	BGM-1128	1	5	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0.59	240
1731	24	4	BGM-1511.4.1.1	BGM-1511	1	1	0	0	0	1	1	0	0	3	3	0	3	0	0	0	0	0	0	0	3	0	3	0	0.77	356
1732	24	4	BGM-1511.4.1.2	BGM-1511	1	2	0	0	0	0	1	0	0	2	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0.55	288
1733	24	4	BGM-1511.4.1.3	BGM-1511	1	3	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	3	0	3	0	0	0	0.68	306
1734	24	4	BGM-1511.4.1.4	BGM-1511	1	4	0	0	0	0	0	3	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0.55	348
1735	24	4	BGM-1511.4.1.5	BGM-1511	1	5	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	3	0	0	0	0.55	198
1736	25	4	BGM-1760.4.1.1	BGM-1760	1	1	0	0	0	0	1	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0.41	234
1737	25	4	BGM-1760.4.1.2	BGM-1760	1	2	1	0	2	0	3	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0.68	430
1738	25	4	BGM-1760.4.1.3	BGM-1760	1	3	0	0	0	1	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	3	0	0.55	266
1739	25	4	BGM-1760.4.1.4	BGM-1760	1	4	0	0	0	0	0	2	0	3	3	0	3	0	0	0	0	0	0	0	3	0	3	0	0.77	350
1740	25	4	BGM-1760.4.1.5	BGM-1760	1	5	0	0	0	0	0	1	0	2	3	0	3	0	0	3	0	0	3	0	0	0	0	0	0.68	340
1741	26	4	BGM-0590.4.1.1	BGM-0590	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1742	26	4	BGM-0590.4.1.2	BGM-0590	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.05	2
1743	26	4	BGM-0590.4.1.3	BGM-0590	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1744	26	4	BGM-0590.4.1.4	BGM-0590	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1745	26	4	BGM-0590.4.1.5	BGM-0590	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1746	27	4	NegaMaluca.4.1.1	NegaMaluca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1747	27	4	NegaMaluca.4.1.2	NegaMaluca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0.14	32
1748	27	4	NegaMaluca.4.1.3	NegaMaluca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1749	27	4	NegaMaluca.4.1.4	NegaMaluca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1750	27	4	NegaMaluca.4.1.5	NegaMaluca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1751	28	4	BRS-Caipira.4.1.1	BRS-Caipira	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.09	40
1752	28	4	BRS-Caipira.4.1.2	BRS-Caipira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1753	28	4	BRS-Caipira.4.1.3	BRS-Caipira	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1754	28	4	BRS-Caipira.4.1.4	BRS-Caipira	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1755	28	4	BRS-Caipira.4.1.5	BRS-Caipira	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1756	29	4	Cigana.4.1.1	Cigana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0.23	22
1757	29	4	Cigana.4.1.2	Cigana	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1758	29	4	Cigana.4.1.3	Cigana	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
1759	29	4	Cigana.4.1.4	Cigana	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1760	29	4	Cigana.4.1.5	Cigana	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1761	30	4	2011-34-41.4.1.1	2011-34-41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1762	30	4	2011-34-41.4.1.2	2011-34-41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.05	2
1763	30	4	2011-34-41.4.1.3	2011-34-41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1764	30	4	2011-34-41.4.1.4	2011-34-41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1765	30	4	2011-34-41.4.1.5	2011-34-41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1766	31	4	BGM-0630.4.1.1	BGM-0630	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1767	31	4	BGM-0630.4.1.2	BGM-0630	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1768	31	4	BGM-0630.4.1.3	BGM-0630	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1769	31	4	BGM-0630.4.1.4	BGM-0630	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1770	31	4	BGM-0630.4.1.5	BGM-0630	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1771	32	4	BRS-NovoHorizonte.4.1.1	BRS-NovoHorizonte	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1772	32	4	BRS-NovoHorizonte.4.1.2	BRS-NovoHorizonte	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1773	32	4	BRS-NovoHorizonte.4.1.3	BRS-NovoHorizonte	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1774	32	4	BRS-NovoHorizonte.4.1.4	BRS-NovoHorizonte	1	4	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	0	3	0	0	0	0	0	0.50	270
1775	32	4	BRS-NovoHorizonte.4.1.5	BRS-NovoHorizonte	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1776	33	4	BGM-0195.4.1.1	BGM-0195	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1777	33	4	BGM-0195.4.1.2	BGM-0195	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1778	33	4	BGM-0195.4.1.3	BGM-0195	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1779	33	4	BGM-0195.4.1.4	BGM-0195	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1780	33	4	BGM-0195.4.1.5	BGM-0195	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1781	34	4	BGM-1722.4.1.1	BGM-1722	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0.50	176
1782	34	4	BGM-1722.4.1.2	BGM-1722	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.09	12
1783	34	4	BGM-1722.4.1.3	BGM-1722	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0.27	22
1784	34	4	BGM-1722.4.1.4	BGM-1722	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1785	34	4	BGM-1722.4.1.5	BGM-1722	1	5	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	128
1786	35	4	BGM-0945.4.1.1	BGM-0945	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.05	24
1787	35	4	BGM-0945.4.1.2	BGM-0945	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0.18	52
1788	35	4	BGM-0945.4.1.3	BGM-0945	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.05	22
1789	35	4	BGM-0945.4.1.4	BGM-0945	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.09	34
1790	35	4	BGM-0945.4.1.5	BGM-0945	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1791	36	4	BGM-0707.4.1.1	BGM-0707	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0.32	82
1792	36	4	BGM-0707.4.1.2	BGM-0707	1	2	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	3	0	0	3	0	0	0	0.59	220
1793	36	4	BGM-0707.4.1.3	BGM-0707	1	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	0	3	0	3	0	0.59	178
1794	36	4	BGM-0707.4.1.4	BGM-0707	1	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	3	0	2	0	0.50	152
1795	36	4	BGM-0707.4.1.5	BGM-0707	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0.32	102
1796	37	4	BGM-0062.4.1.1	BGM-0062	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	3	0	0.45	96
1797	37	4	BGM-0062.4.1.2	BGM-0062	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0.18	10
1798	37	4	BGM-0062.4.1.3	BGM-0062	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1799	37	4	BGM-0062.4.1.4	BGM-0062	1	4	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	3	0	3	0	3	0	0.95	354
1800	37	4	BGM-0062.4.1.5	BGM-0062	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1801	38	4	NegaMaluca.4.2.1	NegaMaluca	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1802	38	4	NegaMaluca.4.2.2	NegaMaluca	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1803	38	4	NegaMaluca.4.2.3	NegaMaluca	2	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0.14	72
1804	38	4	NegaMaluca.4.2.4	NegaMaluca	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1805	38	4	NegaMaluca.4.2.5	NegaMaluca	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1806	39	4	Equador72.4.2.1	Equador72	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1807	39	4	Equador72.4.2.2	Equador72	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.09	4
1808	39	4	Equador72.4.2.3	Equador72	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0.14	46
1809	39	4	Equador72.4.2.4	Equador72	2	4	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	3	0	0	0	0.36	146
1810	39	4	Equador72.4.2.5	Equador72	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1811	40	4	BGM-0195.4.2.1	BGM-0195	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1812	40	4	BGM-0195.4.2.2	BGM-0195	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1813	40	4	BGM-0195.4.2.3	BGM-0195	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1814	40	4	BGM-0195.4.2.4	BGM-0195	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	34
1815	40	4	BGM-0195.4.2.5	BGM-0195	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1816	41	4	BRS-Mulatinha.4.2.1	BRS-Mulatinha	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1817	41	4	BRS-Mulatinha.4.2.2	BRS-Mulatinha	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1818	41	4	BRS-Mulatinha.4.2.3	BRS-Mulatinha	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1819	41	4	BRS-Mulatinha.4.2.4	BRS-Mulatinha	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1820	41	4	BRS-Mulatinha.4.2.5	BRS-Mulatinha	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1821	42	4	BRSCS-01.4.2.1	BRSCS-01	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1822	42	4	BRSCS-01.4.2.2	BRSCS-01	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	90
1823	42	4	BRSCS-01.4.2.3	BRSCS-01	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0.23	80
1824	42	4	BRSCS-01.4.2.4	BRSCS-01	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1825	42	4	BRSCS-01.4.2.5	BRSCS-01	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1826	43	4	Correntao.4.2.1	Correntao	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1827	43	4	Correntao.4.2.2	Correntao	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1828	43	4	Correntao.4.2.3	Correntao	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1829	43	4	Correntao.4.2.4	Correntao	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	34
1830	43	4	Correntao.4.2.5	Correntao	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1831	44	4	BGM-0062.4.2.1	BGM-0062	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	3	0.55	126
1832	44	4	BGM-0062.4.2.2	BGM-0062	2	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	0	3	0	0	0	0.50	188
1833	44	4	BGM-0062.4.2.3	BGM-0062	2	3	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	3	0	0	0	0	3	0.50	182
1834	44	4	BGM-0062.4.2.4	BGM-0062	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0.23	20
1835	44	4	BGM-0062.4.2.5	BGM-0062	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0.27	72
1836	45	4	2011-34-41.4.2.1	2011-34-41	2	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	0	3	0	3	0	0.59	186
1837	45	4	2011-34-41.4.2.2	2011-34-41	2	2	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	2	2	0	0	0	0	0	0.41	186
1838	45	4	2011-34-41.4.2.3	2011-34-41	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.05	10
1839	45	4	2011-34-41.4.2.4	2011-34-41	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.05	4
1840	45	4	2011-34-41.4.2.5	2011-34-41	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1841	46	4	BRS-NovoHorizonte.4.2.1	BRS-NovoHorizonte	2	1	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0.59	246
1842	46	4	BRS-NovoHorizonte.4.2.2	BRS-NovoHorizonte	2	2	0	0	0	0	1	0	0	2	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0.41	240
1843	46	4	BRS-NovoHorizonte.4.2.3	BRS-NovoHorizonte	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
1844	46	4	BRS-NovoHorizonte.4.2.4	BRS-NovoHorizonte	2	4	0	0	0	0	0	2	0	2	3	0	0	3	0	0	0	3	3	0	3	0	0	3	1.00	386
1845	46	4	BRS-NovoHorizonte.4.2.5	BRS-NovoHorizonte	2	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.05	22
1846	47	4	Corrente.4.2.1	Corrente	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0
